English name,scientific name,order,family
Ochre-browed Thistletail,Asthenes coryi,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Perija Thistletail,Asthenes perijana,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
White-chinned Thistletail,Asthenes fuliginosa,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Mouse-colored Thistletail,Asthenes griseomurina,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Pink-legged Graveteiro,Acrobatornis fonsecai,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Orange-fronted Plushcrown,Metopothrix aurantiaca,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Double-banded Graytail,Xenerpestes minlosi,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Equatorial Graytail,Xenerpestes singularis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Spectacled Prickletail,Siptornis striaticollis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Roraiman Barbtail,Roraimia adusta,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Striated Softtail,Thripophaga macroura,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Orinoco Softtail,Thripophaga cherriei,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Delta Amacuro Softtail,Thripophaga amacurensis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Plain Softtail,Thripophaga fusciceps,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Russet-mantled Softtail,Thripophaga berlepschi,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Straight-billed Reedhaunter,Limnoctites rectirostris,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Sulphur-bearded Reedhaunter,Limnoctites sulphuriferus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Marcapata Spinetail,Cranioleuca marcapatae,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Light-crowned Spinetail,Cranioleuca albiceps,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Rusty-backed Spinetail,Cranioleuca vulpina,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Coiba Spinetail,Cranioleuca dissita,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Parker's Spinetail,Cranioleuca vulpecula,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Crested Spinetail,Cranioleuca subcristata,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Stripe-crowned Spinetail,Cranioleuca pyrrhophia,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Bolivian Spinetail,Cranioleuca henricae,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Olive Spinetail,Cranioleuca obsoleta,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Pallid Spinetail,Cranioleuca pallida,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Gray-headed Spinetail,Cranioleuca semicinerea,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Creamy-crested Spinetail,Cranioleuca albicapilla,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Red-faced Spinetail,Cranioleuca erythrops,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Tepui Spinetail,Cranioleuca demissa,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Streak-capped Spinetail,Cranioleuca hellmayri,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Ash-browed Spinetail,Cranioleuca curtata,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Line-cheeked Spinetail,Cranioleuca antisiensis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Speckled Spinetail,Cranioleuca gutturata,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Scaled Spinetail,Cranioleuca muelleri,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Dusky-tailed Canastero,Pseudasthenes humicola,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Patagonian Canastero,Pseudasthenes patagonica,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Steinbach's Canastero,Pseudasthenes steinbachi,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Cactus Canastero,Pseudasthenes cactorum,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Bay-capped Wren-Spinetail,Spartonoica maluroides,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Caatinga Cacholote,Pseudoseisura cristata,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Rufous Cacholote,Pseudoseisura unirufa,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Brown Cacholote,Pseudoseisura lophotes,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
White-throated Cacholote,Pseudoseisura gutturalis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Yellow-chinned Spinetail,Certhiaxis cinnamomeus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Red-and-white Spinetail,Certhiaxis mustelinus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
White-bellied Spinetail,Mazaria propinqua,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Chotoy Spinetail,Schoeniophylax phryganophilus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Ochre-cheeked Spinetail,Synallaxis scutata,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Gray-bellied Spinetail,Synallaxis cinerascens,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Plain-crowned Spinetail,Synallaxis gujanensis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
White-lored Spinetail,Synallaxis albilora,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Marañon Spinetail,Synallaxis maranonica,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Great Spinetail,Synallaxis hypochondriaca,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Necklaced Spinetail,Synallaxis stictothorax,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Russet-bellied Spinetail,Synallaxis zimmeri,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Slaty Spinetail,Synallaxis brachyura,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Silvery-throated Spinetail,Synallaxis subpudica,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Red-shouldered Spinetail,Synallaxis hellmayri,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Rufous-capped Spinetail,Synallaxis ruficapilla,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Bahia Spinetail,Synallaxis cinerea,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Pinto's Spinetail,Synallaxis infuscata,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Dusky Spinetail,Synallaxis moesta,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
McConnell's Spinetail,Synallaxis macconnelli,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Cabanis's Spinetail,Synallaxis cabanisi,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Cinereous-breasted Spinetail,Synallaxis hypospodia,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Spix's Spinetail,Synallaxis spixi,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Dark-breasted Spinetail,Synallaxis albigularis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Rio Orinoco Spinetail,Synallaxis beverlyae,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Pale-breasted Spinetail,Synallaxis albescens,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Sooty-fronted Spinetail,Synallaxis frontalis,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Azara's Spinetail,Synallaxis azarae,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Apurimac Spinetail,Synallaxis courseni,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Hoary-throated Spinetail,Synallaxis kollari,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Rufous-breasted Spinetail,Synallaxis erythrothorax,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
White-whiskered Spinetail,Synallaxis candei,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Blackish-headed Spinetail,Synallaxis tithys,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Rusty-headed Spinetail,Synallaxis fuscorufa,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Rufous Spinetail,Synallaxis unirufa,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Black-throated Spinetail,Synallaxis castanea,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Stripe-breasted Spinetail,Synallaxis cinnamomea,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Ruddy Spinetail,Synallaxis rutilans,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Chestnut-throated Spinetail,Synallaxis cherriei,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers)
Dwarf Tyrant-Manakin,Tyranneutes stolzmanni,Passeriformes,Pipridae (Manakins)
Tiny Tyrant-Manakin,Tyranneutes virescens,Passeriformes,Pipridae (Manakins)
Pale-bellied Tyrant-Manakin,Neopelma pallescens,Passeriformes,Pipridae (Manakins)
Saffron-crested Tyrant-Manakin,Neopelma chrysocephalum,Passeriformes,Pipridae (Manakins)
Wied's Tyrant-Manakin,Neopelma aurifrons,Passeriformes,Pipridae (Manakins)
Serra do Mar Tyrant-Manakin,Neopelma chrysolophum,Passeriformes,Pipridae (Manakins)
Sulphur-bellied Tyrant-Manakin,Neopelma sulphureiventer,Passeriformes,Pipridae (Manakins)
Yellow-headed Manakin,Chloropipo flavicapilla,Passeriformes,Pipridae (Manakins)
Jet Manakin,Chloropipo unicolor,Passeriformes,Pipridae (Manakins)
Araripe Manakin,Antilophia bokermanni,Passeriformes,Pipridae (Manakins)
Helmeted Manakin,Antilophia galeata,Passeriformes,Pipridae (Manakins)
Lance-tailed Manakin,Chiroxiphia lanceolata,Passeriformes,Pipridae (Manakins)
Long-tailed Manakin,Chiroxiphia linearis,Passeriformes,Pipridae (Manakins)
Blue-backed Manakin,Chiroxiphia pareola,Passeriformes,Pipridae (Manakins)
Yungas Manakin,Chiroxiphia boliviana,Passeriformes,Pipridae (Manakins)
Swallow-tailed Manakin,Chiroxiphia caudata,Passeriformes,Pipridae (Manakins)
Pin-tailed Manakin,Ilicura militaris,Passeriformes,Pipridae (Manakins)
Golden-winged Manakin,Masius chrysopterus,Passeriformes,Pipridae (Manakins)
White-ruffed Manakin,Corapipo altera,Passeriformes,Pipridae (Manakins)
White-bibbed Manakin,Corapipo leucorrhoa,Passeriformes,Pipridae (Manakins)
White-throated Manakin,Corapipo gutturalis,Passeriformes,Pipridae (Manakins)
Olive Manakin,Xenopipo uniformis,Passeriformes,Pipridae (Manakins)
Black Manakin,Xenopipo atronitens,Passeriformes,Pipridae (Manakins)
Green Manakin,Cryptopipo holochlora,Passeriformes,Pipridae (Manakins)
Blue-crowned Manakin,Lepidothrix coronata,Passeriformes,Pipridae (Manakins)
Snow-capped Manakin,Lepidothrix nattereri,Passeriformes,Pipridae (Manakins)
Golden-crowned Manakin,Lepidothrix vilasboasi,Passeriformes,Pipridae (Manakins)
Opal-crowned Manakin,Lepidothrix iris,Passeriformes,Pipridae (Manakins)
Orange-bellied Manakin,Lepidothrix suavissima,Passeriformes,Pipridae (Manakins)
White-fronted Manakin,Lepidothrix serena,Passeriformes,Pipridae (Manakins)
Blue-rumped Manakin,Lepidothrix isidorei,Passeriformes,Pipridae (Manakins)
Cerulean-capped Manakin,Lepidothrix coeruleocapilla,Passeriformes,Pipridae (Manakins)
Orange-crowned Manakin,Heterocercus aurantiivertex,Passeriformes,Pipridae (Manakins)
Yellow-crowned Manakin,Heterocercus flavivertex,Passeriformes,Pipridae (Manakins)
Flame-crowned Manakin,Heterocercus linteatus,Passeriformes,Pipridae (Manakins)
White-collared Manakin,Manacus candei,Passeriformes,Pipridae (Manakins)
Orange-collared Manakin,Manacus aurantiacus,Passeriformes,Pipridae (Manakins)
Golden-collared Manakin,Manacus vitellinus,Passeriformes,Pipridae (Manakins)
White-bearded Manakin,Manacus manacus,Passeriformes,Pipridae (Manakins)
Crimson-hooded Manakin,Pipra aureola,Passeriformes,Pipridae (Manakins)
Wire-tailed Manakin,Pipra filicauda,Passeriformes,Pipridae (Manakins)
Band-tailed Manakin,Pipra fasciicauda,Passeriformes,Pipridae (Manakins)
Club-winged Manakin,Machaeropterus deliciosus,Passeriformes,Pipridae (Manakins)
Striolated Manakin,Machaeropterus striolatus,Passeriformes,Pipridae (Manakins)
Painted Manakin,Machaeropterus eckelberryi,Passeriformes,Pipridae (Manakins)
Kinglet Manakin,Machaeropterus regulus,Passeriformes,Pipridae (Manakins)
Fiery-capped Manakin,Machaeropterus pyrocephalus,Passeriformes,Pipridae (Manakins)
White-crowned Manakin,Dixiphia pipra,Passeriformes,Pipridae (Manakins)
Scarlet-horned Manakin,Ceratopipra cornuta,Passeriformes,Pipridae (Manakins)
Red-capped Manakin,Ceratopipra mentalis,Passeriformes,Pipridae (Manakins)
Golden-headed Manakin,Ceratopipra erythrocephala,Passeriformes,Pipridae (Manakins)
Red-headed Manakin,Ceratopipra rubrocapilla,Passeriformes,Pipridae (Manakins)
Round-tailed Manakin,Ceratopipra chloromeros,Passeriformes,Pipridae (Manakins)
Hooded Berryeater,Carpornis cucullata,Passeriformes,Cotingidae (Cotingas)
Black-headed Berryeater,Carpornis melanocephala,Passeriformes,Cotingidae (Cotingas)
Green-and-black Fruiteater,Pipreola riefferii,Passeriformes,Cotingidae (Cotingas)
Band-tailed Fruiteater,Pipreola intermedia,Passeriformes,Cotingidae (Cotingas)
Barred Fruiteater,Pipreola arcuata,Passeriformes,Cotingidae (Cotingas)
Golden-breasted Fruiteater,Pipreola aureopectus,Passeriformes,Cotingidae (Cotingas)
Orange-breasted Fruiteater,Pipreola jucunda,Passeriformes,Cotingidae (Cotingas)
Black-chested Fruiteater,Pipreola lubomirskii,Passeriformes,Cotingidae (Cotingas)
Masked Fruiteater,Pipreola pulchra,Passeriformes,Cotingidae (Cotingas)
Scarlet-breasted Fruiteater,Pipreola frontalis,Passeriformes,Cotingidae (Cotingas)
Fiery-throated Fruiteater,Pipreola chlorolepidota,Passeriformes,Cotingidae (Cotingas)
Handsome Fruiteater,Pipreola formosa,Passeriformes,Cotingidae (Cotingas)
Red-banded Fruiteater,Pipreola whitelyi,Passeriformes,Cotingidae (Cotingas)
Scaled Fruiteater,Ampelioides tschudii,Passeriformes,Cotingidae (Cotingas)
White-cheeked Cotinga,Zaratornis stresemanni,Passeriformes,Cotingidae (Cotingas)
Peruvian Plantcutter,Phytotoma raimondii,Passeriformes,Cotingidae (Cotingas)
White-tipped Plantcutter,Phytotoma rutila,Passeriformes,Cotingidae (Cotingas)
Rufous-tailed Plantcutter,Phytotoma rara,Passeriformes,Cotingidae (Cotingas)
Swallow-tailed Cotinga,Phibalura flavirostris,Passeriformes,Cotingidae (Cotingas)
Chestnut-bellied Cotinga,Doliornis remseni,Passeriformes,Cotingidae (Cotingas)
Bay-vented Cotinga,Doliornis sclateri,Passeriformes,Cotingidae (Cotingas)
Red-crested Cotinga,Ampelion rubrocristatus,Passeriformes,Cotingidae (Cotingas)
Chestnut-crested Cotinga,Ampelion rufaxilla,Passeriformes,Cotingidae (Cotingas)
Guianan Red-Cotinga,Phoenicircus carnifex,Passeriformes,Cotingidae (Cotingas)
Black-necked Red-Cotinga,Phoenicircus nigricollis,Passeriformes,Cotingidae (Cotingas)
Guianan Cock-of-the-rock,Rupicola rupicola,Passeriformes,Cotingidae (Cotingas)
Andean Cock-of-the-rock,Rupicola peruvianus,Passeriformes,Cotingidae (Cotingas)
Gray-tailed Piha,Snowornis subalaris,Passeriformes,Cotingidae (Cotingas)
Olivaceous Piha,Snowornis cryptolophus,Passeriformes,Cotingidae (Cotingas)
Crimson Fruitcrow,Haematoderus militaris,Passeriformes,Cotingidae (Cotingas)
Purple-throated Fruitcrow,Querula purpurata,Passeriformes,Cotingidae (Cotingas)
Red-ruffed Fruitcrow,Pyroderus scutatus,Passeriformes,Cotingidae (Cotingas)
Bare-necked Umbrellabird,Cephalopterus glabricollis,Passeriformes,Cotingidae (Cotingas)
Amazonian Umbrellabird,Cephalopterus ornatus,Passeriformes,Cotingidae (Cotingas)
Long-wattled Umbrellabird,Cephalopterus penduliger,Passeriformes,Cotingidae (Cotingas)
Capuchinbird,Perissocephalus tricolor,Passeriformes,Cotingidae (Cotingas)
Lovely Cotinga,Cotinga amabilis,Passeriformes,Cotingidae (Cotingas)
Turquoise Cotinga,Cotinga ridgwayi,Passeriformes,Cotingidae (Cotingas)
Blue Cotinga,Cotinga nattererii,Passeriformes,Cotingidae (Cotingas)
Plum-throated Cotinga,Cotinga maynana,Passeriformes,Cotingidae (Cotingas)
Purple-breasted Cotinga,Cotinga cotinga,Passeriformes,Cotingidae (Cotingas)
Banded Cotinga,Cotinga maculata,Passeriformes,Cotingidae (Cotingas)
Spangled Cotinga,Cotinga cayana,Passeriformes,Cotingidae (Cotingas)
Chestnut-capped Piha,Lipaugus weberi,Passeriformes,Cotingidae (Cotingas)
Dusky Piha,Lipaugus fuscocinereus,Passeriformes,Cotingidae (Cotingas)
Scimitar-winged Piha,Lipaugus uropygialis,Passeriformes,Cotingidae (Cotingas)
Rufous Piha,Lipaugus unirufus,Passeriformes,Cotingidae (Cotingas)
Screaming Piha,Lipaugus vociferans,Passeriformes,Cotingidae (Cotingas)
Cinnamon-vented Piha,Lipaugus lanioides,Passeriformes,Cotingidae (Cotingas)
Rose-collared Piha,Lipaugus streptophorus,Passeriformes,Cotingidae (Cotingas)
Black-and-gold Cotinga,Tijuca atra,Passeriformes,Cotingidae (Cotingas)
Gray-winged Cotinga,Tijuca condita,Passeriformes,Cotingidae (Cotingas)
Three-wattled Bellbird,Procnias tricarunculatus,Passeriformes,Cotingidae (Cotingas)
White Bellbird,Procnias albus,Passeriformes,Cotingidae (Cotingas)
Bearded Bellbird,Procnias averano,Passeriformes,Cotingidae (Cotingas)
Bare-throated Bellbird,Procnias nudicollis,Passeriformes,Cotingidae (Cotingas)
Purple-throated Cotinga,Porphyrolaema porphyrolaema,Passeriformes,Cotingidae (Cotingas)
Black-tipped Cotinga,Carpodectes hopkei,Passeriformes,Cotingidae (Cotingas)
Yellow-billed Cotinga,Carpodectes antoniae,Passeriformes,Cotingidae (Cotingas)
Snowy Cotinga,Carpodectes nitidus,Passeriformes,Cotingidae (Cotingas)
Pompadour Cotinga,Xipholena punicea,Passeriformes,Cotingidae (Cotingas)
White-tailed Cotinga,Xipholena lamellipennis,Passeriformes,Cotingidae (Cotingas)
White-winged Cotinga,Xipholena atropurpurea,Passeriformes,Cotingidae (Cotingas)
Bare-necked Fruitcrow,Gymnoderus foetidus,Passeriformes,Cotingidae (Cotingas)
Black-faced Cotinga,Conioptilon mcilhennyi,Passeriformes,Cotingidae (Cotingas)
Black-tailed Tityra,Tityra cayana,Passeriformes,Tityridae (Tityras and Allies)
Black-crowned Tityra,Tityra inquisitor,Passeriformes,Tityridae (Tityras and Allies)
Masked Tityra,Tityra semifasciata,Passeriformes,Tityridae (Tityras and Allies)
Varzea Schiffornis,Schiffornis major,Passeriformes,Tityridae (Tityras and Allies)
Olivaceous Schiffornis,Schiffornis olivacea,Passeriformes,Tityridae (Tityras and Allies)
Northern Schiffornis,Schiffornis veraepacis,Passeriformes,Tityridae (Tityras and Allies)
Foothill Schiffornis,Schiffornis aenea,Passeriformes,Tityridae (Tityras and Allies)
Russet-winged Schiffornis,Schiffornis stenorhyncha,Passeriformes,Tityridae (Tityras and Allies)
Brown-winged Schiffornis,Schiffornis turdina,Passeriformes,Tityridae (Tityras and Allies)
Greenish Schiffornis,Schiffornis virescens,Passeriformes,Tityridae (Tityras and Allies)
Cinereous Mourner,Laniocera hypopyrra,Passeriformes,Tityridae (Tityras and Allies)
Speckled Mourner,Laniocera rufescens,Passeriformes,Tityridae (Tityras and Allies)
White-browed Purpletuft,Iodopleura isabellae,Passeriformes,Tityridae (Tityras and Allies)
Dusky Purpletuft,Iodopleura fusca,Passeriformes,Tityridae (Tityras and Allies)
Buff-throated Purpletuft,Iodopleura pipra,Passeriformes,Tityridae (Tityras and Allies)
Shrike-like Cotinga,Laniisoma elegans,Passeriformes,Tityridae (Tityras and Allies)
White-naped Xenopsaris,Xenopsaris albinucha,Passeriformes,Tityridae (Tityras and Allies)
Green-backed Becard,Pachyramphus viridis,Passeriformes,Tityridae (Tityras and Allies)
Barred Becard,Pachyramphus versicolor,Passeriformes,Tityridae (Tityras and Allies)
Slaty Becard,Pachyramphus spodiurus,Passeriformes,Tityridae (Tityras and Allies)
Cinereous Becard,Pachyramphus rufus,Passeriformes,Tityridae (Tityras and Allies)
Cinnamon Becard,Pachyramphus cinnamomeus,Passeriformes,Tityridae (Tityras and Allies)
Chestnut-crowned Becard,Pachyramphus castaneus,Passeriformes,Tityridae (Tityras and Allies)
White-winged Becard,Pachyramphus polychopterus,Passeriformes,Tityridae (Tityras and Allies)
Black-and-white Becard,Pachyramphus albogriseus,Passeriformes,Tityridae (Tityras and Allies)
Gray-collared Becard,Pachyramphus major,Passeriformes,Tityridae (Tityras and Allies)
